"histology_abbreviation","Sum","Freq_mut","percent_mut","percent_whole","cell_type","regulator","pathway","pathway_new"
"PLMESO",2,1,0.5,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Cervix-AdenoCA",2,1,0.5,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MDLC",2,1,0.5,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PLMESO",2,1,0.5,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"BCC",3,1,0.333333333333333,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PEMESO",3,1,0.333333333333333,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ACYC",3,1,0.333333333333333,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"BCC",3,1,0.333333333333333,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ES",3,1,0.333333333333333,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PEMESO",3,1,0.333333333333333,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"GEJ",7,2,0.285714285714286,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Lung-SCC",5,1,0.2,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Skin-Melanoma",17,3,0.176470588235294,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ANSC",6,1,0.166666666666667,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ANSC",6,1,0.166666666666667,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"GEJ",7,1,0.142857142857143,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Panc-Endocrine",7,1,0.142857142857143,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Skin-Melanoma",17,2,0.117647058823529,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Uterus-AdenoCA",11,1,0.0909090909090909,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SoftTissue-Leiomyo",11,1,0.0909090909090909,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Lung-AdenoCA",46,4,0.0869565217391304,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ColoRect-AdenoCA",72,5,0.0694444444444444,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Lung-AdenoCA",46,3,0.0652173913043478,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ColoRect-AdenoCA",72,4,0.0555555555555556,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Ovary-AdenoCA",25,1,0.04,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Ovary-AdenoCA",25,1,0.04,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Breast-AdenoCA",129,5,0.0387596899224806,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Panc-AdenoCA",35,1,0.0285714285714286,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Breast-AdenoCA",129,1,0.00775193798449612,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ACBC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ACC",4,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ACRM",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ACYC",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"AECA",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ALUCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"APAD",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"APE",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ARMS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ASPS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ATRT",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"BA",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"BLAD",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Bone-Osteosarc",4,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Breast-DCIS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Breast-LobularCA",8,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CACC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CCHM",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CCS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CDRCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Cervix-SCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CHDM",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CHOL",10,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CHS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CNS-Oligo",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"COAD",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"CSCLC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"DA",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ECAD",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"EMBC",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"EPM",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ES",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ESCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Eso-AdenoCA",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"FIBS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"FIOS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"FL",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GBC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GIST",4,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GNG",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GRCT",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"HGNEC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"HNMUCM",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"IHCH",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Kidney-PapRCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Liver-HCC",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"LNET",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"LUACC",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"LUNE",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Lung-SCC",5,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Lymph-BNHL",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Lymph-CLL",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MACR",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MFH",6,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MLAV",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MNG",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MPE",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MPNST",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MRLS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MXOV",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"MYEC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"NSCLC",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"NSCLCPD",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"NSGCT",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"OCS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ODGC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"OPHSC",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"OUTT",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PAMPCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Panc-AdenoCA",35,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Panc-Endocrine",7,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PAST",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PB",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PGNG",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PLEMESO",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PLLS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PNET",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"POCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Prost-AdenoCA",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PTCLNOS",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"PUO",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"RAML",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"RCC",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"RCSNOS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SACA",2,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SARCL",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SARCNOS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SBWDNET",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SCCO",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SCLC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SDCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SFTCNS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SNA",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SoftTissue-Leiomyo",11,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SoftTissue-Liposarc",8,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"STAS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Stomach-AdenoCA",6,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"SYNS",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"THFO",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"Thy-AdenoCA",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"THYC",3,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"THYM",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"VMM",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"VSC",1,0,0,0.0508771929824561,"MHCregulators","neg","Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"ACBC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ACC",4,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ACRM",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"AECA",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ALUCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"APAD",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"APE",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ARMS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ASPS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ATRT",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"BA",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"BLAD",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Bone-Osteosarc",4,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Breast-DCIS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Breast-LobularCA",8,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CACC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CCHM",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CCS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CDRCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Cervix-SCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CHDM",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CHOL",10,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CHS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CNS-GBM",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CNS-Oligo",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"COAD",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CSCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"CSCLC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"DA",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ECAD",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"EMBC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"EPM",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ESCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Eso-AdenoCA",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"FIBS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"FIOS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"FL",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"GBC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"GIST",4,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"GNG",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"GRCT",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"HGNEC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"HNMUCM",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"IHCH",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"IMMC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Kidney-PapRCC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Liver-HCC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"LNET",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"LUACC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"LUNE",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Lymph-BNHL",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Lymph-CLL",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MACR",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MFH",6,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MLAV",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MNG",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MPE",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MPNST",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MRLS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MXOV",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"MYEC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"NSCLC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"NSCLCPD",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"NSGCT",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"OCS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"ODGC",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"OPHSC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"OUTT",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PAMPCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PAST",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PB",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PGNG",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PLEMESO",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PLLS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PNET",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"POCA",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"Prost-AdenoCA",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PTCLNOS",3,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"PUO",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"RAML",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"RCC",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"RCSNOS",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"SACA",2,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
"SARCL",1,0,0,0.0508771929824561,"MHCregulators","neg","Histone H4 Acetylation","Histone H4 Acetylation"
