id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PAPSS1	4	0.033026	0.10034	0.809401	2060	4	-1.3401	0.96697	0.9672	1.0	18274	0	-1.3401
ITGB6	4	0.033026	0.10034	0.809401	2061	4	-2.1148	0.96697	0.9672	1.0	18662	0	-2.1148
BAGE2	4	0.033026	0.10034	0.809401	2062	4	-0.72619	0.96697	0.9672	1.0	18518	0	-0.72619
KIF24	4	0.033026	0.10034	0.809401	2063	4	-0.97489	0.96697	0.9672	1.0	18669	0	-0.97489
TPGS2	4	0.033026	0.10034	0.809401	2064	4	-1.0855	0.96697	0.9672	1.0	18388	0	-1.0855
MRPL43	4	0.033026	0.10034	0.809401	2065	4	-0.41033	0.96697	0.9672	1.0	18615	0	-0.41033
CCDC17	4	0.033026	0.10034	0.809401	2066	4	-1.703	0.96697	0.9672	1.0	18552	0	-1.703
ST7	4	0.033026	0.10034	0.809401	2067	4	-1.4273	0.96697	0.9672	1.0	18446	0	-1.4273
PSMB6	4	0.033026	0.10034	0.809401	2068	4	-0.41033	0.96697	0.9672	1.0	18236	0	-0.41033
WNK1	4	0.033026	0.10034	0.809401	2069	4	-1.2434	0.96697	0.9672	1.0	18387	0	-1.2434
ARL2	4	0.033026	0.10034	0.809401	2070	4	-2.5982	0.96697	0.9672	1.0	18512	0	-2.5982
AMPD3	4	0.033026	0.10034	0.809401	2071	4	-1.7242	0.96697	0.9672	1.0	18533	0	-1.7242
NUP214	4	0.033026	0.10034	0.809401	2072	4	-0.41033	0.96697	0.9672	1.0	18289	0	-0.41033
DNAJC19	4	0.033026	0.10034	0.809401	2073	4	-1.333	0.96697	0.9672	1.0	18494	0	-1.333
ZNF85	4	0.033026	0.10034	0.809401	2074	4	-1.7097	0.96697	0.9672	1.0	18367	0	-1.7097
MRPL45	4	0.033026	0.10034	0.809401	2075	4	-1.0385	0.96697	0.9672	1.0	18612	0	-1.0385
PIANP	4	0.033026	0.10034	0.809401	2076	4	-1.7891	0.96697	0.9672	1.0	18278	0	-1.7891
KIAA1644	4	0.033026	0.10034	0.809401	2077	4	-1.4223	0.96697	0.9672	1.0	18668	0	-1.4223
BANF1	4	0.033026	0.10034	0.809401	2078	4	-0.84638	0.96697	0.9672	1.0	18515	0	-0.84638
LIN9	4	0.033026	0.10034	0.809401	2079	4	-2.1821	0.96697	0.9672	1.0	18582	0	-2.1821
RASA1	4	0.033026	0.10034	0.809401	2080	4	-1.8635	0.96697	0.9672	1.0	18224	0	-1.8635
FNTA	4	0.033026	0.10034	0.809401	2081	4	-0.41033	0.96697	0.9672	1.0	18644	0	-0.41033
UTP6	4	0.033026	0.10034	0.809401	2082	4	-0.41033	0.96697	0.9672	1.0	18336	0	-0.41033
RPS27	4	0.033026	0.10034	0.809401	2083	4	-0.41033	0.96697	0.9672	1.0	18251	0	-0.41033
AVL9	4	0.033026	0.10034	0.809401	2084	4	-2.3827	0.96697	0.9672	1.0	18521	0	-2.3827
SDHB	4	0.033026	0.10034	0.809401	2085	4	-0.41033	0.96697	0.9672	1.0	18411	0	-0.41033
MAGEA12	4	0.033026	0.10034	0.809401	2086	4	-1.2857	0.96697	0.9672	1.0	18590	0	-1.2857
PRKCSH	4	0.033026	0.10034	0.809401	2087	4	-1.9455	0.96697	0.9672	1.0	18310	0	-1.9455
OSER1	4	0.033026	0.10034	0.809401	2088	4	-1.7226	0.96697	0.9672	1.0	18292	0	-1.7226
PRPF6	4	0.033026	0.10034	0.809401	2089	4	-0.41033	0.96697	0.9672	1.0	18269	0	-0.41033
EIF3C	4	0.033026	0.10034	0.809401	2090	4	-0.41033	0.96697	0.9672	1.0	18492	0	-0.41033
RBCK1	4	0.033026	0.10034	0.809401	2091	4	-1.2185	0.96697	0.9672	1.0	18216	0	-1.2185
PFDN1	4	0.033026	0.10034	0.809401	2092	4	-0.41033	0.96697	0.9672	1.0	18271	0	-0.41033
PRPF38A	4	0.033026	0.10034	0.809401	2093	4	-0.79144	0.96697	0.9672	1.0	18309	0	-0.79144
PPAT	4	0.033026	0.10034	0.809401	2094	4	-1.295	0.96697	0.9672	1.0	18304	0	-1.295
RBMX2	4	0.033026	0.10034	0.809401	2095	4	-1.4735	0.96697	0.9672	1.0	18211	0	-1.4735
TIGD4	4	0.033026	0.10034	0.809401	2096	4	-1.288	0.96697	0.9672	1.0	18419	0	-1.288
NUP43	4	0.033026	0.10034	0.809401	2097	4	-1.3262	0.96697	0.9672	1.0	18290	0	-1.3262
RPL23	4	0.033026	0.10034	0.809401	2098	4	-0.41033	0.96697	0.9672	1.0	18260	0	-0.41033
RPL13A	4	0.033026	0.10034	0.809401	2099	4	-0.41033	0.96697	0.9672	1.0	18219	0	-0.41033
TTC25	4	0.033026	0.10034	0.809401	2100	4	-1.3238	0.96697	0.9672	1.0	18354	0	-1.3238
MRPS27	4	0.033026	0.10034	0.809401	2101	4	-0.41033	0.96697	0.9672	1.0	18613	0	-0.41033
UBL5	4	0.033026	0.10034	0.809401	2102	4	-0.41033	0.96697	0.9672	1.0	18335	0	-0.41033
MICAL3	4	0.033026	0.10034	0.809401	2103	4	-2.3884	0.96697	0.9672	1.0	18577	0	-2.3884
SCARB1	4	0.033026	0.10034	0.809401	2104	4	-3.2077	0.96697	0.9672	1.0	18415	0	-3.2077
PREB	4	0.033026	0.10034	0.809401	2105	4	-0.41033	0.96697	0.9672	1.0	18312	0	-0.41033
NDNL2	4	0.033026	0.10034	0.809401	2106	4	-0.41033	0.96697	0.9672	1.0	18603	0	-0.41033
UTP3	4	0.033026	0.10034	0.809401	2107	4	-0.41033	0.96697	0.9672	1.0	18339	0	-0.41033
GADD45GIP1	4	0.033026	0.10034	0.809401	2108	4	-0.83903	0.96697	0.9672	1.0	18650	0	-0.83903
PPCDC	4	0.033026	0.10034	0.809401	2109	4	-0.41033	0.96697	0.9672	1.0	18305	0	-0.41033
ECT2	4	0.033026	0.10034	0.809401	2110	4	-0.41033	0.96697	0.9672	1.0	18503	0	-0.41033
GMPS	4	0.033026	0.10034	0.809401	2111	4	-0.8238	0.96697	0.9672	1.0	18633	0	-0.8238
DPAGT1	4	0.033026	0.10034	0.809401	2112	4	-0.41033	0.96697	0.9672	1.0	18504	0	-0.41033
CPSF3L	4	0.033026	0.10034	0.809401	2113	4	-0.41033	0.96697	0.9672	1.0	18473	0	-0.41033
PSMB2	4	0.033026	0.10034	0.809401	2114	4	-0.41033	0.96697	0.9672	1.0	18226	0	-0.41033
LSM6	4	0.033026	0.10034	0.809401	2115	4	-0.41033	0.96697	0.9672	1.0	18594	0	-0.41033
Non-TargetingControl160	4	0.033026	0.10034	0.809401	2116	4	-1.182	0.96697	0.9672	1.0	18608	0	-1.182
ALYREF	4	0.033026	0.10034	0.809401	2117	4	-1.1161	0.96697	0.9672	1.0	18534	0	-1.1161
C7orf43	4	0.033026	0.10034	0.809401	2118	4	-1.247	0.96697	0.9672	1.0	18562	0	-1.247
RPP21	4	0.033026	0.10034	0.809401	2119	4	-0.41033	0.96697	0.9672	1.0	18263	0	-0.41033
PPP2CA	4	0.033026	0.10034	0.809401	2120	4	-0.41033	0.96697	0.9672	1.0	18302	0	-0.41033
ASL	4	0.033026	0.10034	0.809401	2121	4	-1.4832	0.96697	0.9672	1.0	18511	0	-1.4832
MRPL18	4	0.033026	0.10034	0.809401	2122	4	-0.41033	0.96697	0.9672	1.0	18617	0	-0.41033
UMPS	4	0.033026	0.10034	0.809401	2123	4	-0.41033	0.96697	0.9672	1.0	18329	0	-0.41033
CENPP	4	0.033026	0.10034	0.809401	2124	4	-1.9937	0.96697	0.9672	1.0	18550	0	-1.9937
NAA20	4	0.033026	0.10034	0.809401	2125	4	-2.1459	0.96697	0.9672	1.0	18620	0	-2.1459
RPL17	4	0.033026	0.10034	0.809401	2126	4	-0.41033	0.96697	0.9672	1.0	18239	0	-0.41033
RFC5	4	0.033026	0.10034	0.809401	2127	4	-0.41033	0.96697	0.9672	1.0	18221	0	-0.41033
BRF2	4	0.033026	0.10034	0.809401	2128	4	-0.41033	0.96697	0.9672	1.0	18553	0	-0.41033
UROD	4	0.033026	0.10034	0.809401	2129	4	-0.41033	0.96697	0.9672	1.0	18340	0	-0.41033
SLC22A13	4	0.033026	0.10034	0.809401	2130	4	-2.5527	0.96697	0.9672	1.0	18389	0	-2.5527
TARDBP	4	0.033026	0.10034	0.809401	2131	4	-0.90194	0.96697	0.9672	1.0	18433	0	-0.90194
IK	4	0.033026	0.10034	0.809401	2132	4	-0.85438	0.96697	0.9672	1.0	18683	0	-0.85438
C1D	4	0.033026	0.10034	0.809401	2133	4	-1.0882	0.96697	0.9672	1.0	18563	0	-1.0882
HSPE1-MOB4	4	0.033026	0.10034	0.809401	2134	4	-1.6214	0.96697	0.9672	1.0	18672	0	-1.6214
BUB1B	4	0.033026	0.10034	0.809401	2135	4	-1.7662	0.96697	0.9672	1.0	18555	0	-1.7662
TUFM	4	0.033026	0.10034	0.809401	2136	4	-0.41033	0.96697	0.9672	1.0	18353	0	-0.41033
PLAGL2	4	0.033026	0.10034	0.809401	2137	4	-1.7075	0.96697	0.9672	1.0	18279	0	-1.7075
EXOSC8	4	0.033026	0.10034	0.809401	2138	4	-0.95534	0.96697	0.9672	1.0	18488	0	-0.95534
IARS	4	0.033026	0.10034	0.809401	2139	4	-0.41033	0.96697	0.9672	1.0	18674	0	-0.41033
P3H1	4	0.033026	0.10034	0.809401	2140	4	-2.2922	0.96697	0.9672	1.0	18294	0	-2.2922
KIAA0355	4	0.033026	0.10034	0.809401	2141	4	-2.5556	0.96697	0.9672	1.0	18658	0	-2.5556
TMEM61	4	0.033026	0.10034	0.809401	2142	4	-2.4017	0.96697	0.9672	1.0	18431	0	-2.4017
MTG2	4	0.033026	0.10034	0.809401	2143	4	-0.41033	0.96697	0.9672	1.0	18624	0	-0.41033
NOC2L	4	0.033026	0.10034	0.809401	2144	4	-1.6704	0.96697	0.9672	1.0	18598	0	-1.6704
SRSF6	4	0.033026	0.10034	0.809401	2145	4	-1.0535	0.96697	0.9672	1.0	18445	0	-1.0535
LTBP2	4	0.033026	0.10034	0.809401	2146	4	-1.4071	0.96697	0.9672	1.0	18592	0	-1.4071
PHLDA2	4	0.033026	0.10034	0.809401	2147	4	-1.6018	0.96697	0.9672	1.0	18277	0	-1.6018
HK1	4	0.033026	0.10034	0.809401	2148	4	-1.3823	0.96697	0.9672	1.0	18676	0	-1.3823
ORC5	4	0.033026	0.10034	0.809401	2149	4	-0.41033	0.96697	0.9672	1.0	18298	0	-0.41033
WRNIP1	4	0.033026	0.10034	0.809401	2150	4	-1.4039	0.96697	0.9672	1.0	18384	0	-1.4039
CIAO1	4	0.033026	0.10034	0.809401	2151	4	-0.41033	0.96697	0.9672	1.0	18547	0	-0.41033
TRUB2	4	0.033026	0.10034	0.809401	2152	4	-0.41033	0.96697	0.9672	1.0	18346	0	-0.41033
ZNF506	4	0.033026	0.10034	0.809401	2153	4	-1.0341	0.96697	0.9672	1.0	18359	0	-1.0341
ADAT3	4	0.033026	0.10034	0.809401	2154	4	-2.1096	0.96697	0.9672	1.0	18526	0	-2.1096
GOLGA7B	4	0.033026	0.10034	0.809401	2155	4	-2.3645	0.96697	0.9672	1.0	18627	0	-2.3645
SLC7A6	4	0.033026	0.10034	0.809401	2156	4	-2.4286	0.96697	0.9672	1.0	18391	0	-2.4286
FOSL2	4	0.033026	0.10034	0.809401	2157	4	-2.5063	0.96697	0.9672	1.0	18653	0	-2.5063
PRR34	4	0.033026	0.10034	0.809401	2158	4	-2.1712	0.96697	0.9672	1.0	18229	0	-2.1712
SNRPE	4	0.033026	0.10034	0.809401	2159	4	-0.41033	0.96697	0.9672	1.0	18398	0	-0.41033
CRLF3	4	0.033026	0.10034	0.809401	2160	4	-2.1148	0.96697	0.9672	1.0	18471	0	-2.1148
DMRTC1	4	0.033026	0.10034	0.809401	2161	4	-1.053	0.96697	0.9672	1.0	18499	0	-1.053
IL2RB	4	0.033026	0.10034	0.809401	2162	4	-2.0048	0.96697	0.9672	1.0	18684	0	-2.0048
HYAL2	4	0.033026	0.10034	0.809401	2163	4	-1.2963	0.96697	0.9672	1.0	18673	0	-1.2963
SPDYE2	4	0.033026	0.10034	0.809401	2164	4	-1.7817	0.96697	0.9672	1.0	18437	0	-1.7817
OSGEP	4	0.033026	0.10034	0.809401	2165	4	-2.1468	0.96697	0.9672	1.0	18293	0	-2.1468
Non-TargetingControl237	4	0.033026	0.10034	0.809401	2166	4	-1.4811	0.96697	0.9672	1.0	18609	0	-1.4811
WWTR1	4	0.033026	0.10034	0.809401	2167	4	-2.1552	0.96697	0.9672	1.0	18382	0	-2.1552
TEX261	4	0.033026	0.10034	0.809401	2168	4	-2.2607	0.96697	0.9672	1.0	18425	0	-2.2607
FUT11	4	0.033026	0.10034	0.809401	2169	4	-2.6761	0.96697	0.9672	1.0	18649	0	-2.6761
FTSJ3	4	0.033026	0.10034	0.809401	2170	4	-1.3514	0.96697	0.9672	1.0	18652	0	-1.3514
NR2C1	4	0.033026	0.10034	0.809401	2171	4	-2.3968	0.96697	0.9672	1.0	18610	0	-2.3968
GDF10	4	0.033026	0.10034	0.809401	2172	4	-1.4913	0.96697	0.9672	1.0	18641	0	-1.4913
MARS2	4	0.033026	0.10034	0.809401	2173	4	-0.41033	0.96697	0.9672	1.0	18567	0	-0.41033
NBPF15	4	0.033026	0.10034	0.809401	2174	4	-1.1685	0.96697	0.9672	1.0	18602	0	-1.1685
BCL10	4	0.033026	0.10034	0.809401	2175	4	-1.7412	0.96697	0.9672	1.0	18517	0	-1.7412
FOXN3	4	0.033026	0.10034	0.809401	2176	4	-2.0663	0.96697	0.9672	1.0	18654	0	-2.0663
MDM2	4	0.033026	0.10034	0.809401	2177	4	-0.9157	0.96697	0.9672	1.0	18578	0	-0.9157
FSD1	4	0.033026	0.10034	0.809401	2178	4	-2.0476	0.96697	0.9672	1.0	18655	0	-2.0476
PEX1	4	0.033026	0.10034	0.809401	2179	4	-2.7468	0.96697	0.9672	1.0	18270	0	-2.7468
MANSC1	4	0.033026	0.10034	0.809401	2180	4	-1.8124	0.96697	0.9672	1.0	18571	0	-1.8124
NUB1	4	0.033026	0.10034	0.809401	2181	4	-1.1856	0.96697	0.9672	1.0	18605	0	-1.1856
SDF2L1	4	0.033026	0.10034	0.809401	2182	4	-2.4308	0.96697	0.9672	1.0	18414	0	-2.4308
TMX2	4	0.033026	0.10034	0.809401	2183	4	-1.9506	0.96697	0.9672	1.0	18426	0	-1.9506
DDX27	4	0.033026	0.10034	0.809401	2184	4	-0.9467	0.96697	0.9672	1.0	18460	0	-0.9467
TFAP2B	4	0.033026	0.10034	0.809401	2185	4	-2.2454	0.96697	0.9672	1.0	18422	0	-2.2454
MTPAP	4	0.033026	0.10034	0.809401	2186	4	-0.73518	0.96697	0.9672	1.0	18625	0	-0.73518
DNAJC11	4	0.033026	0.10034	0.809401	2187	4	-0.41033	0.96697	0.9672	1.0	18493	0	-0.41033
MBOAT4	4	0.033026	0.10034	0.809401	2188	4	-1.0623	0.96697	0.9672	1.0	18568	0	-1.0623
SP6	4	0.033026	0.10034	0.809401	2189	4	-1.2545	0.96697	0.9672	1.0	18439	0	-1.2545
BRAT1	4	0.033026	0.10034	0.809401	2190	4	-0.81352	0.96697	0.9672	1.0	18556	0	-0.81352
PHB2	4	0.033026	0.10034	0.809401	2191	4	-0.41033	0.96697	0.9672	1.0	18283	0	-0.41033
RPN2	4	0.033026	0.10034	0.809401	2192	4	-0.41033	0.96697	0.9672	1.0	18262	0	-0.41033
GLRX5	4	0.033026	0.10034	0.809401	2193	4	-0.41033	0.96697	0.9672	1.0	18632	0	-0.41033
MVK	4	0.033026	0.10034	0.809401	2194	4	-0.41033	0.96697	0.9672	1.0	18622	0	-0.41033
MSANTD2	4	0.033026	0.10034	0.809401	2195	4	-2.154	0.96697	0.9672	1.0	18614	0	-2.154
TUBA3D	4	0.033026	0.10034	0.809401	2196	4	-0.99241	0.96697	0.9672	1.0	18352	0	-0.99241
CLP1	4	0.033026	0.10034	0.809401	2197	4	-0.41033	0.96697	0.9672	1.0	18469	0	-0.41033
UBLCP1	4	0.033026	0.10034	0.809401	2198	4	-1.416	0.96697	0.9672	1.0	18332	0	-1.416
S100A8	4	0.033026	0.10034	0.809401	2199	4	-1.8193	0.96697	0.9672	1.0	18405	0	-1.8193
MAP1LC3A	4	0.033026	0.10034	0.809401	2200	4	-2.3237	0.96697	0.9672	1.0	18572	0	-2.3237
FDXR	4	0.033026	0.10034	0.809401	2201	4	-0.41033	0.96697	0.9672	1.0	18645	0	-0.41033
RUNX1T1	4	0.033026	0.10034	0.809401	2202	4	-1.5925	0.96697	0.9672	1.0	18404	0	-1.5925
FCRLA	4	0.033026	0.10034	0.809401	2203	4	-1.5071	0.96697	0.9672	1.0	18648	0	-1.5071
PSMA7	4	0.033026	0.10034	0.809401	2204	4	-0.41033	0.96697	0.9672	1.0	18231	0	-0.41033
PSMA6	4	0.033026	0.10034	0.809401	2205	4	-0.41033	0.96697	0.9672	1.0	18230	0	-0.41033
RPL19	4	0.033026	0.10034	0.809401	2206	4	-0.41033	0.96697	0.9672	1.0	18259	0	-0.41033
RPL11	4	0.033026	0.10034	0.809401	2207	4	-0.41033	0.96697	0.9672	1.0	18217	0	-0.41033
PPP4C	4	0.033026	0.10034	0.809401	2208	4	-0.41033	0.96697	0.9672	1.0	18311	0	-0.41033
RPS11	4	0.033026	0.10034	0.809401	2209	4	-0.41033	0.96697	0.9672	1.0	18254	0	-0.41033
EIF4A3	4	0.033026	0.10034	0.809401	2210	4	-0.41033	0.96697	0.9672	1.0	18482	0	-0.41033
PPAN	4	0.033026	0.10034	0.809401	2211	4	-0.41033	0.96697	0.9672	1.0	18324	0	-0.41033
POLR3C	4	0.033026	0.10034	0.809401	2212	4	-0.41033	0.96697	0.9672	1.0	18325	0	-0.41033
RPS18	4	0.033026	0.10034	0.809401	2213	4	-0.41033	0.96697	0.9672	1.0	18240	0	-0.41033
HSPA8	4	0.033026	0.10034	0.809401	2214	4	-0.41033	0.96697	0.9672	1.0	18675	0	-0.41033
RPS24	4	0.033026	0.10034	0.809401	2215	4	-0.41033	0.96697	0.9672	1.0	18242	0	-0.41033
RPS2	4	0.033026	0.10034	0.809401	2216	4	-0.41033	0.96697	0.9672	1.0	18241	0	-0.41033
RPS15	4	0.033026	0.10034	0.809401	2217	4	-0.41033	0.96697	0.9672	1.0	18246	0	-0.41033
RPL3	4	0.033026	0.10034	0.809401	2218	4	-0.41033	0.96697	0.9672	1.0	18258	0	-0.41033
RPL27	4	0.033026	0.10034	0.809401	2219	4	-0.41033	0.96697	0.9672	1.0	18261	0	-0.41033
RPL8	4	0.033026	0.10034	0.809401	2220	4	-0.41033	0.96697	0.9672	1.0	18265	0	-0.41033
RPL4	4	0.033026	0.10034	0.809401	2221	4	-0.41033	0.96697	0.9672	1.0	18266	0	-0.41033
IMPDH2	4	0.033026	0.10034	0.809401	2222	4	-0.41033	0.96697	0.9672	1.0	18682	0	-0.41033
HSD17B10	4	0.033026	0.10034	0.809401	2223	4	-0.41033	0.96697	0.9672	1.0	18678	0	-0.41033
LARS	4	0.033026	0.10034	0.809401	2224	4	-0.41033	0.96697	0.9672	1.0	18588	0	-0.41033
KPNB1	4	0.033026	0.10034	0.809401	2225	4	-0.41033	0.96697	0.9672	1.0	18664	0	-0.41033
GINS2	4	0.033026	0.10034	0.809401	2226	4	-0.41033	0.96697	0.9672	1.0	18631	0	-0.41033
EXOSC5	4	0.033026	0.10034	0.809401	2227	4	-0.41033	0.96697	0.9672	1.0	18491	0	-0.41033
ETF1	4	0.033026	0.10034	0.809401	2228	4	-0.41033	0.96697	0.9672	1.0	18480	0	-0.41033
GAPDH	4	0.033026	0.10034	0.809401	2229	4	-0.41033	0.96697	0.9672	1.0	18651	0	-0.41033
FAM96B	4	0.033026	0.10034	0.809401	2230	4	-0.41033	0.96697	0.9672	1.0	18646	0	-0.41033
POLR2A	4	0.033026	0.10034	0.809401	2231	4	-0.41033	0.96697	0.9672	1.0	18317	0	-0.41033
POLR1C	4	0.033026	0.10034	0.809401	2232	4	-0.41033	0.96697	0.9672	1.0	18316	0	-0.41033
POLR2L	4	0.033026	0.10034	0.809401	2233	4	-0.41033	0.96697	0.9672	1.0	18328	0	-0.41033
POLR2J	4	0.033026	0.10034	0.809401	2234	4	-0.41033	0.96697	0.9672	1.0	18326	0	-0.41033
POLD1	4	0.033026	0.10034	0.809401	2235	4	-0.41033	0.96697	0.9672	1.0	18318	0	-0.41033
OR4F29	4	0.033026	0.10034	0.809401	2236	4	-0.41033	0.96697	0.9672	1.0	18287	0	-0.41033
MARS	4	0.033026	0.10034	0.809401	2237	4	-0.41033	0.96697	0.9672	1.0	18570	0	-0.41033
PLK1	4	0.033026	0.10034	0.809401	2238	4	-0.41033	0.96697	0.9672	1.0	18299	0	-0.41033
PCNA	4	0.033026	0.10034	0.809401	2239	4	-0.41033	0.96697	0.9672	1.0	18275	0	-0.41033
RPS8	4	0.033026	0.10034	0.809401	2240	4	-0.41033	0.96697	0.9672	1.0	18250	0	-0.41033
CENPN	4	0.033026	0.10034	0.809401	2241	4	-0.85416	0.96697	0.9672	1.0	18549	0	-0.85416
AURKA	4	0.033026	0.10034	0.809401	2242	4	-2.496	0.96697	0.9672	1.0	18520	0	-2.496
DIEXF	4	0.033026	0.10034	0.809401	2243	4	-1.9152	0.96697	0.9672	1.0	18498	0	-1.9152
PHF5A	4	0.033026	0.10034	0.809401	2244	4	-1.7096	0.96697	0.9672	1.0	18280	0	-1.7096
PWP2	4	0.033026	0.10034	0.809401	2245	4	-0.41033	0.96697	0.9672	1.0	18235	0	-0.41033
TMIGD1	4	0.033026	0.10034	0.809401	2246	4	-0.78321	0.96697	0.9672	1.0	18432	0	-0.78321
RPL37A	4	0.033026	0.10034	0.809401	2247	4	-0.41033	0.96697	0.9672	1.0	18257	0	-0.41033
KAT8	4	0.033026	0.10034	0.809401	2248	4	-0.41033	0.96697	0.9672	1.0	18660	0	-0.41033
RPS3A	4	0.033026	0.10034	0.809401	2249	4	-1.3259	0.96697	0.9672	1.0	18253	0	-1.3259
ARHGEF17	4	0.033026	0.10034	0.809401	2250	4	-2.1317	0.96697	0.9672	1.0	18522	0	-2.1317
ATP6V1C1	4	0.033026	0.10034	0.809401	2251	4	-1.5299	0.96697	0.9672	1.0	18519	0	-1.5299
ATP6V0C	4	0.033026	0.10034	0.809401	2252	4	-0.41033	0.96697	0.9672	1.0	18510	0	-0.41033
GNL3	4	0.033026	0.10034	0.809401	2253	4	-1.0615	0.96697	0.9672	1.0	18630	0	-1.0615
PDCD2	4	0.033026	0.10034	0.809401	2254	4	-1.1648	0.96697	0.9672	1.0	18276	0	-1.1648
XRCC5	4	0.033026	0.10034	0.809401	2255	4	-0.90436	0.96697	0.9672	1.0	18363	0	-0.90436
GPN2	4	0.033026	0.10034	0.809401	2256	4	-0.41033	0.96697	0.9672	1.0	18629	0	-0.41033
RAE1	4	0.033026	0.10034	0.809401	2257	4	-0.41033	0.96697	0.9672	1.0	18233	0	-0.41033
INTS5	4	0.033026	0.10034	0.809401	2258	4	-0.41033	0.96697	0.9672	1.0	18680	0	-0.41033
TCP1	4	0.033026	0.10034	0.809401	2259	4	-0.41033	0.96697	0.9672	1.0	18424	0	-0.41033
SPC24	4	0.033026	0.10034	0.809401	2260	4	-0.41033	0.96697	0.9672	1.0	18440	0	-0.41033
TRIAP1	4	0.033026	0.10034	0.809401	2261	4	-0.41033	0.96697	0.9672	1.0	18349	0	-0.41033
TOP2A	4	0.033026	0.10034	0.809401	2262	4	-0.41033	0.96697	0.9672	1.0	18428	0	-0.41033
SOD2	4	0.033026	0.10034	0.809401	2263	4	-0.41033	0.96697	0.9672	1.0	18438	0	-0.41033
SNRNP200	4	0.033026	0.10034	0.809401	2264	4	-0.41033	0.96697	0.9672	1.0	18401	0	-0.41033
SH3GL1	4	0.033026	0.10034	0.809401	2265	4	-0.41033	0.96697	0.9672	1.0	18393	0	-0.41033
SNRPF	4	0.033026	0.10034	0.809401	2266	4	-0.41033	0.96697	0.9672	1.0	18418	0	-0.41033
SNRPD3	4	0.033026	0.10034	0.809401	2267	4	-0.41033	0.96697	0.9672	1.0	18397	0	-0.41033
MMS22L	4	0.033026	0.10034	0.809401	2268	4	-0.41033	0.96697	0.9672	1.0	18575	0	-0.41033
ZNF626	4	0.033026	0.10034	0.809401	2269	4	-0.41033	0.96697	0.9672	1.0	18371	0	-0.41033
CENPM	4	0.033026	0.10034	0.809401	2270	4	-0.41033	0.96697	0.9672	1.0	18540	0	-0.41033
NECAP1	4	0.033026	0.10034	0.809401	2271	4	-2.3205	0.96697	0.9672	1.0	18600	0	-2.3205
WDR74	4	0.033026	0.10034	0.809401	2272	4	-0.41033	0.96697	0.9672	1.0	18375	0	-0.41033
UTP15	4	0.033026	0.10034	0.809401	2273	4	-0.41033	0.96697	0.9672	1.0	18341	0	-0.41033
TUT1	4	0.033026	0.10034	0.809401	2274	4	-0.41033	0.96697	0.9672	1.0	18343	0	-0.41033
WASH1	4	0.033026	0.10034	0.809401	2275	4	-0.41033	0.96697	0.9672	1.0	18378	0	-0.41033
VCP	4	0.033026	0.10034	0.809401	2276	4	-0.41033	0.96697	0.9672	1.0	18337	0	-0.41033
EIF5A	4	0.033026	0.10034	0.809401	2277	4	-0.41033	0.96697	0.9672	1.0	18484	0	-0.41033
ANKRD49	4	0.033026	0.10034	0.809401	2278	4	-1.0084	0.96697	0.9672	1.0	18531	0	-1.0084
WDR75	4	0.033026	0.10034	0.809401	2279	4	-1.5905	0.96697	0.9672	1.0	18376	0	-1.5905
RPS14	4	0.033026	0.10034	0.809401	2280	4	-0.41033	0.96697	0.9672	1.0	18245	0	-0.41033
WDR77	4	0.033026	0.10034	0.809401	2281	4	-0.41033	0.96697	0.9672	1.0	18385	0	-0.41033
NWD1	4	0.033026	0.10034	0.809401	2282	4	-1.4818	0.96697	0.9672	1.0	18291	0	-1.4818
RPL36	4	0.033026	0.10034	0.809401	2283	4	-0.41033	0.96697	0.9672	1.0	18256	0	-0.41033
SDAD1	4	0.033026	0.10034	0.809401	2284	4	-0.41033	0.96697	0.9672	1.0	18417	0	-0.41033
SACM1L	4	0.033026	0.10034	0.809401	2285	4	-0.41033	0.96697	0.9672	1.0	18406	0	-0.41033
PSMB4	4	0.033026	0.10034	0.809401	2286	4	-2.1606	0.96697	0.9672	1.0	18227	0	-2.1606
SDHC	4	0.033026	0.10034	0.809401	2287	4	-0.41033	0.96697	0.9672	1.0	18412	0	-0.41033
TCEB2	4	0.033026	0.10034	0.809401	2288	4	-1.7449	0.96697	0.9672	1.0	18423	0	-1.7449
C22orf24	4	0.033026	0.10034	0.809401	2289	4	-1.1604	0.96697	0.9672	1.0	18560	0	-1.1604
TMEM199	4	0.033026	0.10034	0.809401	2290	4	-0.41033	0.96697	0.9672	1.0	18421	0	-0.41033
WWC2	4	0.033026	0.10034	0.809401	2291	4	-1.2998	0.96697	0.9672	1.0	18381	0	-1.2998
PPIAL4C	4	0.033026	0.10034	0.809401	2292	4	-0.93929	0.96697	0.9672	1.0	18303	0	-0.93929
ABCC8	4	0.033026	0.10034	0.809401	2293	4	-2.7232	0.96697	0.9672	1.0	18528	0	-2.7232
DNAJC24	4	0.033026	0.10034	0.809401	2294	4	-2.6432	0.96697	0.9672	1.0	18495	0	-2.6432
TRIM56	4	0.033026	0.10034	0.809401	2295	4	-2.2172	0.96697	0.9672	1.0	18347	0	-2.2172
