"histology_abbreviation","Sum","Freq_mut","percent_mut","percent_whole","cell_type","regulator","pathway","pathway_new"
"Eso-AdenoCA",98,25,0.255102040816327,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Lymph-BNHL",107,25,0.233644859813084,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"ColoRect-AdenoCA",52,12,0.230769230769231,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Skin-Melanoma",106,22,0.207547169811321,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Stomach-AdenoCA",69,13,0.188405797101449,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Uterus-AdenoCA",40,7,0.175,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Lung-AdenoCA",38,6,0.157894736842105,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Lung-SCC",48,6,0.125,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Panc-AdenoCA",237,29,0.122362869198312,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Biliary-AdenoCA",33,4,0.121212121212121,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Liver-HCC",315,32,0.101587301587302,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Kidney-RCC",143,13,0.0909090909090909,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Cervix-SCC",18,1,0.0555555555555556,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"CNS-Oligo",18,1,0.0555555555555556,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"SoftTissue-Liposarc",19,1,0.0526315789473684,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"CNS-Medullo",146,7,0.047945205479452,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Breast-AdenoCA",198,9,0.0454545454545455,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Myeloid-MPN",23,1,0.0434782608695652,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Ovary-AdenoCA",112,3,0.0267857142857143,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"CNS-GBM",41,1,0.024390243902439,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Prost-AdenoCA",210,5,0.0238095238095238,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Lymph-CLL",95,2,0.0210526315789474,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Panc-Endocrine",85,1,0.0117647058823529,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Bone-Benign",16,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Bone-Epith",10,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Bone-Osteosarc",38,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Breast-DCIS",3,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Breast-LobularCA",13,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"CNS-PiloAstro",89,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Head-SCC",57,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Kidney-ChRCC",45,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Myeloid-AML",13,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Myeloid-MDS",2,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"SoftTissue-Leiomyo",15,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Thy-AdenoCA",48,0,0,0.0891428571428571,"Macrophages","pos","Hswi Snf Pathway","SWI SNF Pathway"
"Lymph-BNHL",107,46,0.429906542056075,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Lung-SCC",48,14,0.291666666666667,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Bladder-TCC",23,5,0.217391304347826,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"ColoRect-AdenoCA",52,10,0.192307692307692,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Lung-AdenoCA",38,7,0.184210526315789,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Skin-Melanoma",106,19,0.179245283018868,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Eso-AdenoCA",98,11,0.112244897959184,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Cervix-SCC",18,2,0.111111111111111,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Stomach-AdenoCA",69,7,0.101449275362319,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Kidney-RCC",143,13,0.0909090909090909,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Uterus-AdenoCA",40,3,0.075,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"CNS-Medullo",146,9,0.0616438356164384,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Ovary-AdenoCA",112,6,0.0535714285714286,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"SoftTissue-Liposarc",19,1,0.0526315789473684,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Breast-AdenoCA",198,9,0.0454545454545455,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Myeloid-MPN",23,1,0.0434782608695652,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Panc-AdenoCA",237,10,0.0421940928270042,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Head-SCC",57,2,0.0350877192982456,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Liver-HCC",315,11,0.0349206349206349,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Biliary-AdenoCA",33,1,0.0303030303030303,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"CNS-GBM",41,1,0.024390243902439,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Lymph-CLL",95,2,0.0210526315789474,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Prost-AdenoCA",210,3,0.0142857142857143,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"CNS-PiloAstro",89,1,0.0112359550561798,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Bone-Benign",16,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Bone-Epith",10,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Bone-Osteosarc",38,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Breast-DCIS",3,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Breast-LobularCA",13,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Cervix-AdenoCA",2,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"CNS-Oligo",18,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Kidney-ChRCC",45,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Myeloid-AML",13,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Myeloid-MDS",2,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Panc-Endocrine",85,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"SoftTissue-Leiomyo",15,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"Thy-AdenoCA",48,0,0,0.0739047619047619,"Macrophages","pos","Reg Gr Pathway","REG GR Pathway"
"ColoRect-AdenoCA",52,5,0.0961538461538462,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lung-SCC",48,4,0.0833333333333333,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lung-AdenoCA",38,3,0.0789473684210526,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Skin-Melanoma",106,8,0.0754716981132075,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Uterus-AdenoCA",40,3,0.075,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Cervix-SCC",18,1,0.0555555555555556,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"SoftTissue-Liposarc",19,1,0.0526315789473684,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Kidney-ChRCC",45,2,0.0444444444444444,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Bladder-TCC",23,1,0.0434782608695652,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Biliary-AdenoCA",33,1,0.0303030303030303,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Panc-AdenoCA",237,7,0.029535864978903,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CNS-Medullo",146,4,0.0273972602739726,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Bone-Osteosarc",38,1,0.0263157894736842,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Liver-HCC",315,8,0.0253968253968254,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-AdenoCA",198,5,0.0252525252525253,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Panc-Endocrine",85,2,0.0235294117647059,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Kidney-RCC",143,3,0.020979020979021,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Eso-AdenoCA",98,2,0.0204081632653061,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lymph-BNHL",107,2,0.0186915887850467,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Stomach-AdenoCA",69,1,0.0144927536231884,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Bone-Benign",16,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Bone-Epith",10,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-DCIS",3,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-LobularCA",13,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Cervix-AdenoCA",2,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CNS-GBM",41,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CNS-Oligo",18,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CNS-PiloAstro",89,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Head-SCC",57,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lymph-CLL",95,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Myeloid-AML",13,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Myeloid-MDS",2,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Myeloid-MPN",23,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Ovary-AdenoCA",112,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Prost-AdenoCA",210,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"SoftTissue-Leiomyo",15,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Thy-AdenoCA",48,0,0,0.0243809523809524,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-LobularCA",13,1,0.0769230769230769,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Skin-Melanoma",106,8,0.0754716981132075,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"ColoRect-AdenoCA",52,3,0.0576923076923077,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Lung-AdenoCA",38,2,0.0526315789473684,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Lung-SCC",48,2,0.0416666666666667,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"CNS-GBM",41,1,0.024390243902439,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Head-SCC",57,1,0.0175438596491228,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Eso-AdenoCA",98,1,0.0102040816326531,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Lymph-BNHL",107,1,0.00934579439252336,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Liver-HCC",315,2,0.00634920634920635,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Breast-AdenoCA",198,1,0.00505050505050505,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Panc-AdenoCA",237,1,0.00421940928270042,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Biliary-AdenoCA",33,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Bladder-TCC",23,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Bone-Benign",16,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Bone-Epith",10,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Bone-Osteosarc",38,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Breast-DCIS",3,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Cervix-AdenoCA",2,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Cervix-SCC",18,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"CNS-Medullo",146,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"CNS-Oligo",18,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"CNS-PiloAstro",89,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Kidney-ChRCC",45,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Kidney-RCC",143,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Lymph-CLL",95,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Myeloid-AML",13,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Myeloid-MDS",2,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Myeloid-MPN",23,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Ovary-AdenoCA",112,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Panc-Endocrine",85,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Prost-AdenoCA",210,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"SoftTissue-Leiomyo",15,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"SoftTissue-Liposarc",19,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Stomach-AdenoCA",69,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Thy-AdenoCA",48,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Uterus-AdenoCA",40,0,0,0.00914285714285714,"Macrophages","pos","Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"Bladder-TCC",23,13,0.565217391304348,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Cervix-AdenoCA",2,1,0.5,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Panc-Endocrine",85,35,0.411764705882353,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Lung-AdenoCA",38,13,0.342105263157895,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Lung-SCC",48,15,0.3125,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Skin-Melanoma",106,31,0.292452830188679,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Lymph-BNHL",107,27,0.252336448598131,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"ColoRect-AdenoCA",52,13,0.25,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Myeloid-AML",13,3,0.230769230769231,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Eso-AdenoCA",98,21,0.214285714285714,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Kidney-RCC",143,30,0.20979020979021,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Bone-Epith",10,2,0.2,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Uterus-AdenoCA",40,8,0.2,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Breast-AdenoCA",198,36,0.181818181818182,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Head-SCC",57,9,0.157894736842105,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Stomach-AdenoCA",69,9,0.130434782608696,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Biliary-AdenoCA",33,4,0.121212121212121,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Ovary-AdenoCA",112,13,0.116071428571429,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Kidney-ChRCC",45,5,0.111111111111111,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Liver-HCC",315,34,0.107936507936508,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Panc-AdenoCA",237,25,0.105485232067511,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"CNS-Medullo",146,13,0.089041095890411,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Myeloid-MPN",23,2,0.0869565217391304,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Breast-LobularCA",13,1,0.0769230769230769,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Prost-AdenoCA",210,16,0.0761904761904762,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"CNS-GBM",41,3,0.0731707317073171,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Cervix-SCC",18,1,0.0555555555555556,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"CNS-Oligo",18,1,0.0555555555555556,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Bone-Osteosarc",38,2,0.0526315789473684,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"SoftTissue-Liposarc",19,1,0.0526315789473684,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Lymph-CLL",95,4,0.0421052631578947,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Thy-AdenoCA",48,2,0.0416666666666667,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"CNS-PiloAstro",89,3,0.0337078651685393,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Bone-Benign",16,0,0,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Breast-DCIS",3,0,0,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Myeloid-MDS",2,0,0,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"SoftTissue-Leiomyo",15,0,0,0.150857142857143,"MHCregulators","neg","Protein Methylation","Protein Methylation"
"Cervix-AdenoCA",2,2,1,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Lung-AdenoCA",38,15,0.394736842105263,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"ColoRect-AdenoCA",52,20,0.384615384615385,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Breast-DCIS",3,1,0.333333333333333,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Skin-Melanoma",106,32,0.30188679245283,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Uterus-AdenoCA",40,11,0.275,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Lung-SCC",48,13,0.270833333333333,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Bladder-TCC",23,6,0.260869565217391,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Head-SCC",57,13,0.228070175438596,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Cervix-SCC",18,4,0.222222222222222,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Liver-HCC",315,55,0.174603174603175,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Eso-AdenoCA",98,15,0.153061224489796,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Lymph-BNHL",107,16,0.149532710280374,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Stomach-AdenoCA",69,10,0.144927536231884,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Kidney-ChRCC",45,6,0.133333333333333,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Biliary-AdenoCA",33,4,0.121212121212121,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Breast-AdenoCA",198,21,0.106060606060606,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Kidney-RCC",143,14,0.0979020979020979,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Ovary-AdenoCA",112,10,0.0892857142857143,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Bone-Osteosarc",38,3,0.0789473684210526,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Breast-LobularCA",13,1,0.0769230769230769,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Panc-Endocrine",85,6,0.0705882352941176,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"SoftTissue-Leiomyo",15,1,0.0666666666666667,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"SoftTissue-Liposarc",19,1,0.0526315789473684,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Panc-AdenoCA",237,12,0.0506329113924051,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"CNS-GBM",41,2,0.048780487804878,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"CNS-Medullo",146,7,0.047945205479452,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Prost-AdenoCA",210,8,0.0380952380952381,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Lymph-CLL",95,3,0.0315789473684211,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Bone-Benign",16,0,0,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"Bone-Epith",10,0,0,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
"CNS-Oligo",18,0,0,0.118857142857143,"MHCregulators","neg","Regulation Of Autophagy","Regulation of Autophagy"
